Date,Time24Hour,Meeting,Horse,Jockey,Trainer,ValueOdds,RaceType,Handicap,RaceClass,Going,Gender,StallNumber,StallPercentage,DaysSinceLastRun,NumberOfResults,GoingRegression,DistanceRegression,Age,Weight_Pounds,TotalWins,CourseWins,WeightDelta,RawRating,JockeyRating,TrainerRating,TrainerForm,ConnectionsRating,FormTrend,FormLastRun,Class,WinningForm,Speed,ClassPosition,WinClassProbability,WinClassProbability_Normalised,ValueOdds_Probability,ForecastSP,ChaseJumpingAbility,RatingsPosition,ElapsedDays,TJCWins,TJCPL,TJCSR,TJCROI,TJCTypePL,TJCTypeSR,TJCTypeROI,Runners,TCWins,TCPL,TCSR,TCROI,JCWins,JCPL,JCSR,JCROI,TJWins,TJPL,TJSR,TJROI,TRF20RunsWins,TRF20RunsPL,TRF20RunsSR,TRF20RunsROI,TRF20RunsDays,TRF02WeeksPL,TRF02WeeksSR,TRF02WeeksROI,TRF04WeeksPL,TRF04WeeksSR,TRF04WeeksROI,RawRanking,RAdjRanking,JockeyRanking,TrainerRanking,TrFormRanking,ConnRanking,FrmRanking,LstRanking,ClsRanking,WinFRanking,SpdRanking,HCPRanking,TrainerCalendarPL,TrainerCalendarSR,TrainerCalendarROI,Trainer5YearSR,Trainer5YearROI,ClassDiffRuns,ClassDiffAverage,ClassDiffDifference,ClassDiffWinsAverage,ClassDiffWinsDifference,WeightDiffAverage,WeightDiffDifference,WeightDiffWinsAverage,WeightDiffWinsDifference,ClassWeightDiffAverage,ClassWeightDiffDifference,ClassWeightDiffWinsAverage,ClassWeightDiffWinsDifference,UKHR_TrainerID,UKHR_JockeyID,UKHR_CourseID,LastTimeDistanceChange,LastTimeTrainerChange,LastTimeJockeyChange,ClassDiffRuns1Year,ClassDiffWinsRuns1Year,ClassDiffWinsDifference1Year,WeightDiffWinsDifference1Year,ClassWeightDiffDifference1Year,ClassWeightDiffWinsDifference1Year,Race5RunsAgo,Race4RunsAgo,Race3RunsAgo,Race2RunsAgo,Race1RunAgo,Sire_All_Run,Sire_All_SR,Sire_All_ROI,Sire_All_AE,Dam_All_Run,Dam_All_SR,Dam_All_ROI,Dam_All_AE,Sire_RaceType_SR,Sire_RaceType_ROI,Sire_RaceType_AE,Dam_RaceType_SR,Dam_RaceType_ROI,Dam_RaceType_AE,Sire_Going_SR,Sire_Going_ROI,Sire_Going_AE,Dam_Going_SR,Dam_Going_ROI,Dam_Going_AE,Sire_Distance_SR,Sire_Distance_ROI,Sire_Distance_AE,Dam_Distance_PL,Dam_Distance_SR,Dam_Distance_ROI,Dam_Distance_AE,Sire_GoingDistance_PL,Sire_GoingDistance_SR,Sire_GoingDistance_ROI,Sire_GoingDistance_AE,Dam_GoingDistance_Run,Dam_Going_Distance_SR,Dam_GoingDistance_ROI,Dam_GoingDistance_AE,Sire_DistanceRange_ROI,Sire_DistanceRange_AE,Dam_DistanceRange_PL,Dam_DistanceRange_SR,Dam_DistanceRange_ROI,Dam_DistanceRange_AE,Sire_RaceClass_ROI,Sire_RaceClass_AE,Dam_RaceClass_ROI,Dam_RaceClass_AE,Sire_Age_Run,Sire_Age_SR,Sire_Age_ROI,Sire_Age_AE,Dam_Age_Run,Dam_Age_SR,Dam_Age_ROI,Dam_Age_AE,Sire_AdjacentGoing_ROI,Sire_AdjacentGoing_AE,Dam_AdjacentGoing_ROI,Dam_AdjacentGoing_AE,UKHR_SireID,UKHR_DamID,KouldsScore_Distance_Sire,KouldsScore_Distance_Dam,KouldsScore_GoingBand_Sire,KouldsScore_GoingBand_Dam,KouldsScore_Total,Trainer7DaysPL,Trainer7DaysSR,Trainer7DaysROI,LengthsWonLostLastRun,LengthsWonLost2RunsAgo,LengthsWonLost3RunsAgo,LengthsWonLost4RunsAgo,LengthsWonLost5RunsAgo,RacesSincePreviousTrainerWin,DaysSincePreviousTrainerWin,TrainerLast10RunsSR,TrainerLast10RunsROI,TrainerLast40RunsSR,TrainerLast40RunsROI,DifferentialRankingClass5Years,DifferentialRankingWeight5Years,DifferentialRankingClassWeight5Years,DifferentialRankingClass5YearsWins,DifferentialRankingWeight5YearsWins,DifferentialRankingClassWeight5YearsWins,DifferentialRankingClass1Year,DifferentialRankingWeight1Year,DifferentialRankingClassWeight1Year,DifferentialRankingClass1YearWins,DifferentialRankingWeight1YearWins,DifferentialRankingClassWeight1YearWins,SpeedRatingRank,LastClassDropRank,RatingAdvantage,PlacePositions,Raw Advantage,RAdj Advantage,JockeyAdvantage,TrainerAdvantage,TrFormAdvantage,ConnAdvantage,FrmAdvantage,LstAdvantage,ClsAdvantage,WinFAdvantage,SpdAdvantage,HCPAdvantage,FCPAdvantage,SpeedAdvantage,JumpAdvantage,BetterClassWin,BetterClassWinDaysAgo,BetterClassWinRacesAgo,BetterClassWeightWin,BetterClassWeightWinDaysAgo,BetterClassWinTypeDaysAgo,BetterClassWinTypeRacesAgo,BHAclassToday,BHAclassLast,PositionLastTime,Position2RunsAgo,Position3RunsAgo,Position4RunsAgo,Position5RunsAgo,DistanceLastTime,GoingLastTime,Going2RunsAgo,Going3RunsAgo,Going4RunsAgo,Going5RunsAgo,DistanceRuns,DistanceWins,GoingRuns,GoingWins,WRITE_IN_RESULT_HERE,WRITE_BETFAIR_SP_HERE,WRITE_BETFAIR_PLACED,WRITE_BETFAIR_PLACE_SP_HERE
10/4/2022,13:55,Curragh,Shartash,BEN COEN ,J P Murtagh ,  16/1,Flat,,107.1261215,YIELD,c,13,1.69%,0,0,0,0,2,133,0,0,0,112,110.85,113.31,69,4.72,0,0,0,0,0,0,0,2,0.058843385, 10/1,0,7,19092,8,-25.37499282,11.5942029,-36.77535191,-27.49999739,6.818181818,-62.49999407,14,30,-48.12500463,10.83032491,-17.37364788,12,-71.37498976,7.228915663,-42.99698178,47,-82.60829278,13.62318841,-23.94443269,0,-20,0,0,12,-31,0,0,-31.5,3,-85,4,4,2,5,13,3,999,999,999,999,999,999,-46.2,6.5,-74.5,11.7,-30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,13593,15286,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15353,11.88041425,-23.79894688,0.844875944,3,0,0,0,11.4968815,-24.77040415,0.826975287,0,0,0,10.18518519,-33.63301979,0.87182016,0,0,0,11.52110433,-29.62616912,0.796290134,0,0,0,0,-10.00000112,4.347826087,-21.73913286,0.408138108,0,0,0,0,-23.64479963,0.848635664,-2,0,0,0,-19.30598331,0.871947764,0,0,2915,14.75128645,-24.42342689,0.84982462,3,0,0,0,-28.7774418,0.78694229,0,0,2942,399817,0,0,0,0,0,-13,0,0,,,,,,32,15,0,0,2.5,-86.25,1,1,1,1,1,1,1,1,1,1,1,1,3,0,-8.06804657,3,-6.400001526,-6.355445862,-2.63709259,-10.62297058,-60.61108112,-6.6300354,0,0,0,0,-3.08E-07,-22.26993144,-61.40054185,-93.07058581,0,0,0,0,0,0,0,0,,,2,,,,,0,,,,,,0,0,0,0, , , , 
10/4/2022,13:55,Curragh,Approaching Bear,D P Mcdonogh ,Joseph Patrick O`Brien ,  16/1,Flat,,107.1261215,YIELD,c,1,-3.46%,0,0,0,0,2,133,0,0,0,110.3000031,103.94,117.79,110,3.5,0,0,0,0,0,0,0,2,0.05803255, 10/1,0,8,19092,11,-49.84165685,10.28037383,-46.58098771,-43.84165958,9.302325581,-50.97867393,14,64,-195.0940553,11.36767318,-34.65258531,24,-169.216646,7.643312102,-53.8906516,72,-270.8221979,11.1627907,-41.98793766,3,-13.3,15,-66,8,-14.5,19,-56,-13.5,18,-31,5,5,8,3,3,4,999,999,999,999,999,999,-27.3,11.7,-14.5,13.5,-24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,15787,1016,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,13.22160149,-0.26677615,1.059098204,4,25,24.99999814,1.006389761,13.95348837,7.001658726,1.106435685,0,0,0,17.64705882,111.7646993,2.333073599,0,0,0,14.77272727,-22.39583548,1.166920839,0,0,0,0,0,0,0,0,0,0,0,0,-20.1719719,0.979409654,-1,0,0,0,-20.26991836,0.92232117,66.66666418,1.323529386,196,12.24489796,-22.24451383,1.024784815,4,25,24.99999814,1.006389761,6.48836912,1.125595111,0,0,377847,401437,0,0,1,0,9,-8.9,15,-68,,,,,,4,2,20,-59,20,-23.85,1,1,1,1,1,1,1,1,1,1,1,1,3,0,-8.31804657,3,-8.099998474,-8.087394714,-9.550827026,-6.144561768,-18.82485151,-7.847694159,0,0,0,0,-3.08E-07,-22.26993144,-61.40054185,-93.07058581,0,0,0,0,0,0,0,0,,,2,,,,,0,,,,,,0,0,0,0, , , , 
10/4/2022,13:55,Curragh,Hokusai,Oisin Orr ,Noel Meade ,  20/1,Flat,,107.1261215,YIELD,c,12,1.71%,0,0,0,0,2,133,0,0,0,110.1999969,109.2,111.29,106,2.88,0,0,0,0,0,0,0,2,0.047591906, 16/1,0,9,19092,0,-4,0,0,-2,0,0,14,5,-22.50000132,7.352941176,-33.08823724,12,-4.299991525,6.486486486,-2.324319743,4,-8.499996704,9.090909091,-19.31817433,2,-4.5,10,-23,21,1.5,14,11,1,13,3,6,6,5,6,6,5,999,999,999,999,999,999,-10.1,14,-9.4,11.9,-30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,104,13880,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385,12.23042836,-26.13438572,0.856121991,0,0,0,0,11.4918292,-29.09833865,0.805421192,0,0,0,12.16216216,-49.30984688,0.971205613,0,0,0,14.25178147,-22.5583688,0.923868771,0,0,0,0,-3,0,0,0,0,0,0,0,-20.53750235,0.904790358,0,0,0,0,-31.78102091,0.813361372,0,0,610,14.59016393,-31.89427223,0.854235575,0,0,0,0,-34.93046513,0.779049414,0,0,6699,410246,0,0,0,0,0,-4,0,0,,,,,,6,8,10,-10,12.5,-15,1,1,1,1,1,1,1,1,1,1,1,1,3,0,-8.742134094,3,-8.200004578,-8.185638428,-4.284881592,-12.64041901,-23.10039997,-8.462646246,0,0,0,0,-3.08E-07,-22.26993144,-61.40054185,-93.07058581,0,0,0,0,0,0,0,0,,,2,,,,,0,,,,,,0,0,0,0, , , , 
10/4/2022,13:55,Curragh,Mccauley`s Tavern,M A Enright ,J A Stack ,  25/1,Flat,,107.1261215,YIELD,c,7,0.60%,0,0,0,0,2,133,0,0,0,106.9000015,99.46,114.61,83,-0.33,0,0,0,0,0,0,0,2,0.040396731, 20/1,0,10,19092,1,42.9999992,12.5,537.4999899,43.9999992,14.28571429,628.5714171,14,10,-50.16666955,5.714285714,-28.66666831,3,32.50000127,5.769230769,62.50000244,5,19.37500251,7.246376812,28.07971378,0,-20,0,0,93,-10,0,0,-12,0,0,10,10,13,4,12,999,999,999,999,999,999,999,9.4,18.4,24.8,9.4,-17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,16069,9958,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,12.31802912,-16.07371486,0.928378513,0,0,0,0,13.23283082,-6.855258738,0.972352997,0,0,0,12.72727273,70.06198447,0.790174712,0,0,0,13.0952381,5.51271451,0.972459309,0,0,0,0,1.12499956,22.22222222,12.49999511,1.452795602,0,0,0,0,-8.675176738,0.970336413,0,0,0,0,-14.83458953,1.015438273,0,0,574,13.24041812,-29.65249317,0.90629972,0,0,0,0,-2.664128384,0.970814486,0,0,274055,410244,1,0,0,0,4,-5,0,0,,,,,,40,167,0,0,2.5,-91.875,1,1,1,1,1,1,1,1,1,1,1,1,3,0,-11.09908295,3,-11.5,-11.50727081,-14.02571106,-9.32006073,-45.92295885,-11.67288187,0,0,0,0,-3.08E-07,-22.26993144,-61.40054185,-93.07058581,0,0,0,0,0,0,0,0,,,2,,,,,0,,,,,,0,0,0,0, , , , 
10/4/2022,13:55,Curragh,Falkor,G Carroll ,Joseph G Murphy ,  25/1,Flat,,107.1261215,YIELD,c,2,-2.57%,0,0,0,0,2,133,0,0,0,103.3000031,101.84,105.7,98,-3.59,0,0,0,0,0,0,0,2,0.034455445, 25/1,0,11,19092,11,37.00000861,14.47368421,48.68422186,14.50000448,14.28571429,34.52382019,14,11,-8.000002388,9.090909091,-6.611572221,17,-84.99998731,6.772908367,-33.86453678,40,-181.2083007,7.380073801,-33.43326581,0,-20,0,0,173,-1,0,0,-1,0,0,11,11,11,10,9,999,999,999,999,999,999,999,-32,0,0,7.2,-35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,841,9342,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2649,9.777274443,-27.46363418,0.878503526,2,0,0,0,9.048877147,-28.8826354,0.84584026,0,0,0,2.777777778,-82.87037053,0.384084511,0,0,0,8.242950108,-46.73355107,0.639367161,-2,0,0,0,-14,0,0,0,1,0,0,0,-27.22635506,0.827524865,-2,0,0,0,-32.5182268,0.864657757,0,0,710,9.154929577,-26.23452946,0.813867466,2,0,0,0,-29.15925246,0.847939283,0,0,1343,403376,0,0,0,0,0,-1,0,0,,,,,,24,175,0,0,2.5,-83.75,1,1,1,1,1,1,1,1,1,1,1,1,3,0,-14.91164398,3,-15.09999847,-15.08843994,-11.64321136,-18.23052216,-31.54888153,-14.93686652,0,0,0,0,-3.08E-07,-22.26993144,-61.40054185,-93.07058581,0,0,0,0,0,0,0,0,,,2,,,,,0,,,,,,0,0,0,0, , , , 
10/4/2022,13:55,Curragh,Rumbled Again,J A Heffernan ,Denis Gerard Hogan ,  33/1,Flat,,107.1261215,YIELD,c,5,-0.42%,0,0,0,0,2,133,0,0,0,101.0999985,101.24,101.44,129,-6.02,0,0,0,0,0,0,0,2,0.032677587, 25/1,0,12,19092,0,-10,0,0,-3,0,0,14,15,-50.00000398,8.571428571,-28.57143085,41,-119.7742985,11.68091168,-34.12373177,5,-89.24999531,3.816793893,-68.12976741,0,-20,0,0,9,-23.5,4,-90,-48.1,5,-78,12,13,12,11,1,999,999,999,999,999,999,999,-86.8,3.7,-80.4,7,-41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10555,295,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,8.061002179,-34.3154718,0.801010117,32,9.375,-47.9166668,1.206931152,8.680555556,-27.41536334,0.870351668,0,0,0,6.060606061,-45.45454591,0.847389151,0,0,0,6.527415144,-21.60574546,0.761815171,-2,0,0,0,3.999999851,16.66666667,66.66666418,2.661896664,0,0,0,0,-29.63374941,0.835071107,-12,0,0,0,-38.41852519,0.8085507,-48.6111112,1.112112876,482,9.958506224,-36.05977716,0.859637913,13,0,0,0,-13.06329005,0.940310403,0,0,336255,236903,0,0,0,0,2,-12,0,0,,,,,,22,9,0,0,2.5,-93.75,1,1,1,1,1,1,1,1,1,1,1,1,3,0,-18.3748703,3,-17.30000305,-17.30725861,-12.25150299,-22.48989105,10.71468592,-17.37069702,0,0,0,0,-3.08E-07,-22.26993144,-61.40054185,-93.07058581,0,0,0,0,0,0,0,0,,,2,,,,,0,,,,,,0,0,0,0, , , , 
10/4/2022,13:55,Curragh,Our Boy Wes,C D Maxwell ,JOHN ANDREW KINSELLA ,  33/1,Flat,,107.1261215,YIELD,c,3,-1.77%,0,0,0,0,2,133,0,0,0,93.19999695,93.64,0,0,-13.72,0,0,0,0,0,0,0,2,0.030800607, 25/1,0,13,19092,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,-4,0,0,2,16,10,80,340,0,0,0,-1,0,0,14,14,14,999,999,999,999,999,999,999,999,999,0,0,0,4.9,-12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,16226,7234,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5.263157895,-70.03588617,0.502684289,0,0,0,0,3.076923077,-71.92307831,0.353647095,0,0,0,0,0,0,0,0,0,9.090909091,-70.45454656,0.70431232,0,0,0,0,0,0,0,0,0,0,0,0,-80.61983531,0.609079934,0,0,0,0,-40.07177234,0.738107609,0,0,82,3.658536585,-67.37804992,0.386570019,0,0,0,0,0,0,0,0,397685,410242,0,0,0,0,0,0,0,0,,,,,,12,246,0,0,5,-10,1,1,1,1,1,1,1,1,1,1,1,1,3,0,-19.67092133,3,-25.20000458,-25.14316559,-19.84828949,-123.9330444,-129.2288899,-25.07149506,0,0,0,0,-3.08E-07,-22.26993144,-61.40054185,-93.07058581,0,0,0,0,0,0,0,0,,,2,,,,,0,,,,,,0,0,0,0, , , , 
10/4/2022,13:55,Curragh,Ulaffinatmeboy,JAMES RYAN ,T G Mccourt ,  33/1,Flat,,107.1261215,YIELD,c,9,1.29%,15,1,0,0,2,126,0,0,-7,95,103.2,89.94,105,-10.8,0,0,-1.29,0,0,8,0,2,0.023155425, 100/1,0,14,19092,0,-3,0,0,-2,0,0,14,2,-23.00000014,5.405405405,-62.16216254,0,0,0,0,4,24.00000546,6.557377049,39.34427124,2,-11.5,10,-58,53,-3,0,0,-12,0,0,13,12,9,13,7,999,999,999,999,999,999,999,13,10.5,68.4,5.1,-30.5,1,106.6,-0.5261,0,0,126,0,0,0,232.6,-0.5261,0,0,145,17056,54,1,0,0.1,1,0,0,0,-0.5261,0,0,0,0,0,88.90000153,2649,9.777274443,-27.46363418,0.878503526,1,0,0,0,9.048877147,-28.8826354,0.84584026,0,0,0,2.777777778,-82.87037053,0.384084511,0,0,0,8.242950108,-46.73355107,0.639367161,0,0,0,0,-14,0,0,0,0,0,0,0,-27.22635506,0.827524865,-1,0,0,0,-32.5182268,0.864657757,0,0,710,9.154929577,-26.23452946,0.813867466,1,0,0,0,-29.15925246,0.847939283,0,0,1343,409580,0,0,0,0,0,-1,0,0,10.2,,,,,15,30,0,0,10,111.25,13,1,13,1,1,1,13,1,1,1,1,1,2,2,-19.92092133,3,-23.40000153,-16.41718292,-10.2894516,-33.99794006,-24.24483299,-22.14369202,0,0,-1.28742981,0,-3.08E-07,-22.26993144,-61.40054185,-22.47352578,0,0,0,0,0,0,0,0,,,8,,,,,5,yield,,,,,0,0,1,0, , , , 
10/4/2022,14:05,Wincanton,Harlem Soul,Mr B J Powell ,C Tizzard ,  11/8,Hurdle,,105.486084,GOOD,g,,,39,11,0,0,4,154,1,1,3,102.3000031,101.78,108.9,107,3.58,2.8,14.06,2.53,3.48,0,2,32,71,0.422479689, 4/9,0,1,19092,8,3.983339909,16,7.966679817,-3.249998156,18.18181818,-29.54543779,8,42,-36.74697408,14.38356164,-12.58458016,10,-31.8166581,10.20408163,-32.46597766,46,-31.72496086,14.74358974,-10.16825669,4,-4.7,20,-23,15,-3.7,21,-19,-18.9,13,-41,2,3,7,1,3,4,1,1,3,1,1,1,24.4,9.6,19.5,13.1,-29.6,3,107.2333,1.7472,107.8,2.3139,147.6667,-6.3333,147,-7,254.9,-4.5861,254.8,-4.6861,79,11611,26,0,0,17.5,3,1,2.3139,-7,-4.5861,-4.6861,-111.3000031,-110.9000015,95.09999847,76.30000305,102.5999985,2630,19.20152091,-16.03762701,0.912310075,64,21.875,3.295450728,1.003055992,10.88435374,-33.85298681,0.78678714,33.33333333,116.6666586,3.62790685,19.21824104,-13.70113025,0.940714605,15.38461538,37.49999357,0.595478519,18.18181818,59.09090391,1.645842873,4.499999758,50,224.9999879,4.21621607,-2,0,0,0,0,0,0,0,8.352107306,0.979607134,-3.250000602,15.78947368,-17.10526632,0.98185293,-6.822684695,1.030469069,20.78876559,1.613163922,541,16.8207024,-5.535466167,0.917572532,23,17.39130435,16.30434378,0.969705421,-12.53938117,0.931119657,-10.62500418,0.435545959,5498,310118,2,2,0,0,14,-7,11,-78,-2.25,40.5,12.5,,,9,7,20,-40,15,-32.3,4,8,8,1,8,8,4,8,5,1,8,1,1,5,4.762023926,3,-7.799995422,-8.767692566,-14.63739777,0.952064514,-36.79913282,-1.167144775,2.800000191,14.05541992,-0.950675964,3.479510069,1.23E-06,30.95999882,66.49408117,9.948037241,0,2.313916016,39,1,-4.686083984,39,39,1,4,4,1,4,5,4,7,15,soft,soft,gd-sft,gd-fm,gd-sft,2,1,1,0, , , , 
10/4/2022,14:05,Wincanton,Carolines Charm,Mr Wedge ,N P Mulholland ,  13/2,Hurdle,,105.486084,GOOD,g,,,-157,24,0,0,8,155,0,0,4,95,102.37,100.53,69,-0.31,0,0,0,0,0,0,0,2,0.137778074, 9/2,0,2,19092,0,0,0,0,0,0,0,8,14,-48.15000266,8.805031447,-30.28302054,7,56.15909828,12.72727273,102.1074514,2,10.50000098,18.18181818,95.45455432,2,-16,10,-80,12,-14.2,14,-65,-32.7,9,-74,4,7,6,4,5,999,999,999,999,999,999,999,-34.7,15.7,-32.1,12,-27.2,5,103.46,-2.0261,0,0,158.4,3.4,0,0,261.86,1.3739,0,0,9388,9376,26,-1,0,2.4,0,0,0,0,0,0,-111.5,-121.4000015,-112.4000015,-116.1999969,-119.5,265,9.056603774,-17.27044115,1.072374947,27,14.81481481,25.92592354,1.72140257,7.03125,-27.9687495,0.871264807,0,0,0,8.045977011,-42.58620851,0.861257714,5.555555556,-72.22222264,0.704749237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.47826256,1.123187017,-6.000000253,15.78947368,-31.5789487,1.59916956,0.639999829,1.05216629,154.5454503,2.158605518,15,6.666666667,-33.33333433,1.329827187,0,0,0,0,-21.17886183,0.913638719,-77.27272761,0.64959872,299137,350308,0,0,0,0,6,-4.4,14,-63,160,69,16.25,104,34.7,7,7,10,-73.8,7.5,-80.575,8,3,5,2,1,1,6,5,5,2,1,1,4,7,-4.762023926,3,-15.09999847,-15.10361481,-14.04795837,-8.365653992,-74.89948869,-5.055252075,-2.800000191,-14.05541992,-3.479507446,-3.479510069,-1.23E-06,-32.49999881,-69.80160326,-16.07548792,0,0.213916016,315,7,11.21391602,315,0,0,4,3,4,2,5,2,PU,20,good,gd-fm,good,good,good,0,0,17,1, , , , 
10/4/2022,14:05,Wincanton,Dances On The Sand,T Scudamore ,D Pipe ,  13/2,Hurdle,,105.486084,GOOD,g,,,0,0,0,0,6,155,0,0,4,110.0999985,104.77,107.95,143,4.59,0,0,0,0,0,0,0,2,0.13373825, 8/1,0,3,19092,4,-17.74999639,11.76470588,-52.20587172,-7.999999075,7.692307692,-61.53845442,8,8,-36.75000117,10.12658228,-46.51898882,14,-47.73862424,11.76470588,-40.11649095,142,-96.56127869,14.65428277,-9.965044241,8,14.2,40,71,16,15.2,42,80,31.5,27,72,1,1,4,2,1,2,999,999,999,999,999,999,-32.6,10.1,-41.2,12.5,-23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,7258,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5920,10.69256757,-24.58185355,0.891885413,0,0,0,0,9.865175929,-32.97877267,0.844968366,0,0,0,10.23308698,-37.72323845,0.82787456,0,0,0,20,-1.666668521,1.137835485,0,0,0,0,0,0,0,0,0,0,0,0,-21.20809658,0.921433766,0,0,0,0,-23.49352727,0.909427236,0,0,1101,11.44414169,-34.87937001,0.877664737,0,0,0,0,-24.23122799,0.897529467,0,0,91010,410271,0,0,0,0,0,7.5,63,94,,,,,,2,3,50,54.8,30,88.7,7,6,6,2,1,1,6,5,5,2,1,1,8,0,-5.012023926,3,7.799995422,5.703971863,-11.64881897,-0.952064514,26.84663534,-0.148880005,-2.800000191,-14.05541992,-3.479507446,-3.479510069,-1.23E-06,-32.49999881,-69.80160326,-78.16274434,0,0,0,0,0,0,0,0,4,,4,2,5,2,PU,0,,,,,,0,0,0,0, , , , 
10/4/2022,14:05,Wincanton,Toronto,Angus Cheleda ,Brian Barr ,   7/1,Hurdle,,105.486084,GOOD,g,,,39,23,0,0,5,150,0,0,-1,99.40000153,116.42,95.98,117,4.43,0,0,3.48,0,0,5,1,5,0.123361908, 7/1,0,4,19092,0,-1,0,0,-1,0,0,8,3,-19.7500009,7.894736842,-51.97368658,1,-20.2499992,4.166666667,-84.37499665,0,-5,0,0,1,-3,5,-15,93,12,20,240,11,17,183,3,2,1,6,2,3,999,999,1,999,999,2,-18.5,4.5,-84.1,4.2,-64.7,1,107.8,2.3139,0,0,152,2,0,0,259.8,4.3139,0,0,12318,14892,26,0,0,0,1,0,0,0,4.3139,0,-116.1999969,-119.9000015,-122.0999985,-115.0999985,85.90000153,15090,14.89728297,-23.46241043,0.887529606,61,18.03278689,-53.57551048,0.977387403,10.93806592,-24.24474199,0.83157096,0,0,0,15.29217719,-16.14238702,0.918496176,20,-43.33333487,0.972114306,4.651162791,-76.16279172,0.405624339,-1,0,0,0,-13,0,0,0,0,0,0,0,-28.0938126,0.851171233,-6,0,0,0,-25.22400286,0.877079026,-58.67224967,0.864664209,1850,12.10810811,-31.67158455,0.850636734,1,0,0,0,-16.16756819,0.916449293,-57.38636456,0.858057734,2210,171642,0,0,0,0,0,14,33,467,16.75,,,,,2,5,10,70,2.5,-57.5,3,5,4,2,1,1,3,4,4,2,1,1,2,5,-5.262023926,3,-10.69999695,-5.703971863,6.376068115,-12.92196655,-26.84663534,-0.309425354,-2.800000191,-14.05541992,0.70904541,-3.479510069,-1.23E-06,-30.95999882,-66.49408117,-9.948037241,0,3.613916016,1025,22,-15.38608398,1025,0,0,4,4,5,6,4,2,5,15,soft,gd-fm,good,gd-fm,good,1,0,6,0, , , , 
10/4/2022,14:05,Wincanton,Norman Kindu,Mr W H R Reed ,N P Mulholland ,  12/1,Hurdle,,105.486084,GOOD,g,,,23,11,0,0,4,147,0,0,-4,92.09999847,102.51,100.53,69,-0.24,0,0,2.77,0,0,8,1,5,0.07147982, 20/1,0,5,19092,1,-20.49999924,3.703703704,-75.92592312,-11,0,0,8,14,-48.15000266,8.805031447,-30.28302054,2,-26.99999828,5.263157895,-71.05262704,22,-118.2818001,8.870967742,-47.69427424,2,-16,10,-80,12,-14.2,14,-65,-32.7,9,-74,5,4,5,4,5,999,999,999,2,999,999,4,-34.7,15.7,-32.1,12,-27.2,1,108.7,3.2139,0,0,150,3,0,0,258.7,6.2139,0,0,9388,13474,26,-1,0,4.9,1,0,0,0,6.2139,0,-100.0999985,-110.9000015,-109.9000015,-91.5,75,6570,8.98021309,-31.4253866,0.776136405,20,5,-55.00000034,0.32179045,8.742331288,-31.89882051,0.91083888,0,0,0,8.99165061,-30.88727968,0.799600639,16.66666667,49.99999888,1.329751484,22.22222222,27.77777343,2.786923963,0,0,0,0,7.499999609,50,187.4999902,3.979057506,0,0,0,0,-41.60325923,0.767799094,0.999999933,12.5,12.49999916,0.888514363,-35.75259552,0.772940761,-35.71428619,0.499971989,1477,7.447528775,-42.33730471,0.655431167,1,0,0,0,-27.27438225,0.791374383,12.49999916,1.248377381,8201,344005,1,0,0,2,8,-4.4,14,-63,82.5,,,,,7,7,10,-73.8,7.5,-80.575,2,4,3,2,1,1,2,3,3,2,1,1,5,2,-10.23031616,3,-18,-11.93801117,-13.90868378,-8.365653992,-74.89948869,-4.985610962,-2.800000191,-14.05541992,-0.70904541,-3.479510069,-1.23E-06,-30.99374874,-66.56656712,-18.60392081,0,2.413916016,350,7,-12.58608398,350,0,0,4,4,8,5,4,2,5,16,gd-sft,soft,good,good,gd-fm,0,0,4,1, , , , 
